who1;who;text
2;1;Ба вонц аненк ми 2 беран хосанк
2;1;Ты просто Ляля
2;1;Доброй ночи.
2;1;Super
2;1;Барев сирунс
2;1;Kgresh?
2;1;Прелесть
2;1;Приветик давай дружить
2;1;paymaner@ gri
2;1;Ты прекрасная
2;1;Мечта 
2;1;Ух какая
2;1;drugs
2;1;nduni lav arajark unem
2;1;С 8 марта звёздочка
2;1;Ты очень красивая сексуални
2;1;Привет кахцрс вонцес
2;1;Очень красивая
2;1;Sirun tnayin axchik
2;1;Думаю что нет лучше тебя
2;1;Красивая девушка!!!!
2;1;Приветик давай дружить
2;1;Privet
2;1;Самая самая самая красивая и приятная девушка на свете это ты
2;1;Привет красавица С удовольствием познакомлюсь с тобой напиши мне
2;1;hrashq hayacq unes 
2;1;Lyavna jptitt)))))))
2;1;Да хорошенькая
2;1;С ПРАЗДНИКОМ!!!!!\n    
2;1;Просто красавица азиз кы. Грес
2;1;???
2;1;Barev, hishum es indz?
2;1;Шат лавикн ес
2;1;Секси
2;1;Cyper
2;1;Drugs @ntuni grem
2;1;Привет знакомимся
2;1;Мне бы в душу к тебе, чтобы там потеряться... Нежно сердце обнять - в нём навечно остаться.. Мне бы сон твой украсть, чтоб реальность исправить..Мне бы в мысли твои, чтоб себя в них оставить Мне бы взять,и обнять.и прижать тебя крепко. Чтоб сказать,как мне жить без тебя... Мне бы,сердце своё успокоить.бы нежно. Чтоб,не билось,оно без тебя
2;1;Шааат пупуш ес
2;1;Красавица
2;1;Иди на хуй
2;1;Tmnlik gri
2;1;Лавн ес кянк
2;1;Барев
2;1;Barev durekanes artakinic gri shpvenq inz bnavorutyuna aveli hetaqrqir
2;1;Super krasavica
2;1;Привет
2;1;Губки Боба
2;1;Барев хоск чка шат сирунек
2;1;Красивая как всегда
2;1;Barev
2;1;Супер гехцкуhи
2;1;Азиз гри
2;1;Азиз вонцес мрут чорниц ани грем
2;1;Азиз мрутнес сирунс чорниц ани грем
2;1;Азиз шат лавикнес гри
2;1;банем узум арцнем
2;1;бари аравот сирун джан
2;1;Hrashqes
2;1;Очаровательно выглядишь!
2;1;прелесть!
2;1;Барев узумес ?
2;1;Ух сучка какая
2;1;Цифры не хватает
2;1;Ты сексуальная!!!
2;1;Привет гинт аса
2;1;Красивая девушка
2;1;Маришок джан ду ми 50 тарекан кас ?
2;1;Маришка ты богиня напиши мне пожалуйста
2;1;Красивая
2;1;Axxx vaxxx !!!!)))))
2;1;Du verjnes
2;1;Isk mersuhu nkarner chkan?
2;1;5+++++
2;1;Секст
2;1;Ты очень красивая 
2;1;Shat lavikneq...
2;1;шат мрутнес гри
2;1;Азиз гри
2;1;Азиз чорнииц ани грем
2;1;Шикарная девушка
2;1;?
2;1;Ты бомба 
2;1;Menak mersumes anum ches trvum
2;1;Vonc zangem
2;1;P G?
2;1;Раздвинуть бы тебе их! Ляхи супер
2;1;Ваибер ватцап унес сируник
2;1;Ваибер или ватсап унес ?
2;1;Привет красавица
2;2;hamars nkaris vra ka zangeq
2;1;Шат лавикнес
2;1;Горячая штучка!!!
2;1;Барев
2;1;Привет милая создание ты очень красивая и привлекательная девушка
2;1;МММ,,,, ох ты,,,
2;1;Нежная и очень желанная
2;1;Какие сексуальние , но печальные глазки
2;1;Когда я увидел Вас, то понял, что такое естественная красота!
2;1;ес азатем
2;1;пртвет!
2;1;Класна
2;1;У Вас глаза, как два драгоценных камня - яркие, мерцают ослепительным блеском!
2;1;Ты очень красивая сексуални
2;1;Шат анушикнес 
2;1;Да\nБари ереко
2;1;шат лавикнек
2;1;Xortavor hayacq unes
2;1;Мрутнес азиз
2;1;Шат мрутнес азиз
2;1;Polovinka moya!
2;1;Азиз шат лавикнес гри
2;1;Азиз шат лавикнес гри
2;1;Красавица
2;1;Фотография это искусство, а Вы его создатель!
2;1;Ангел
2;1;Амовс
2;1;Kgreq???
2;1;Сирун ек
2;1;Прелесть
2;1;Еджис кгрес джан
2;1;Gri shbveng sirunes
2;1;Hreshtak
2;1;Gexeckuhi
2;1;ТЫ САМАЯ КРАСИВАЯ
2;1;Мрутнес сирунс
2;1;Азиз шат лавикнес чорниц ани грем мрут
2;1;Здравствуйте уважаемые красавица как ок Польша драгоценное здоровье
1;2;Вы
1;2;Красавчик!
1;1;В ариении
1;2;Где такие жёлтые воды
1;2;Мерси
1;2;В тумане... Или в парилке
1;2;Интересное фото
1;2;Очен миловидный m
1;1;Ммм!мужчины!!!
1;1;У ова эт меке?
1;2;Handipenk klird ccem
1;1;Улыбаюсь я не такой)))
1;2;Уоыбнись не будь токой
1;2;Симпатичный
1;2;класненький!
1;2;Прикольный
1;2;:-)
1;2;Радость моя !!!
1;2;Я его просто люблю
1;2;Бусинка
1;2;Привет
1;2;Privet
1;2;Можно поинтересоваться где это ты сделал фото ????
1;2;Хорошенький 
1;2;Лавикнес мрут
1;2;m супер
1;2;Милый ,такой!
1;2;m супер!!!
1;2;классно выглядиш
1;1;А кто говорит???)))))
1;2;Какая красота не описуемая вау ммммм
1;2;Красивый m,
1;2;уууу сколько комплиментов!!!!
1;2;Красивый m
1;2;Ух ты,красавчик какой!!!!
1;2;А тут ты хорошенький
1;1;Спасибо!!!
1;2;Красивый молодой человек
1;2;Муррррр муррррр
1;2;Лапуля!
1;2;прикольно спасибоооооо
1;2;Красавец
1;1;Армянин
1;2;курить вредно
1;2;Загадочный!
1;2;Супер
1;2;Красавчик
1;2;Хорошенький)
1;2;КОТЬ привет))))
1;2;ВСЁ ОТ ДУШИ. ВСЕХ ЗЕМНЫХ БЛАГ.
1;1;Здравствуйте как Вы? Я хочу тебя написать, ну не с могу, модератор, мне напишит, Вы можете написать 12 новым контактам в течение 24 часов. Чтобы снять ограничение подключите Вип. Напиши мне пообщаемся.
1;1;+374 ... 86 ... 1
1;2;Красивый
2;1;Прекрасно выглядишь
2;1;Красавица
2;1;Слов нет.чертовкий красивая
2;1;Привет грасотка
2;1;Не навороченная, простая хорошая женщина. Прелесть.
2;1;Эстетичная
2;1;Хорошенькая!!
2;1;Красотка
2;1;Милая красивая девушка 
2;1;Очень милые фото
2;1;Самосовершенство
2;1;Ты прелесть солнце
2;1;Ксюш напиши в личку
2;1;Какая пышечка мммм
2;1;Принцесса
2;1;Богиня вселенной.
2;1;Напиши пообщаемся
2;1;Очаровательная женщина
2;1;Лена вы очень симпотична!!
2;1;Очень кросивя и хорошй
2;1;Милая хорошенькая!!
2;1;какая домашняя пышка но 64 года не видно
2;1;Супер
2;1;Прелесть
2;1;Красивая и главное,
2;1;классная фигура
2;1;Да хороша,,,
2;1;жизне радостне хорошая женщина!!!!!
2;1;Прелесть,,.
2;1;Очаровашка...
2;1;Возьми меня в свой плен Валечка...
2;1;Реальность, которая красивее сказки
2;1;Женщина-мечта, воплрщенная в реальности
2;1;очень мило
2;1;ты сама прекраснейшая из роз!
2;1;Очаровательная!!!
2;1;Прелестная дама
2;1;Привет
2;1;Куколка
2;1;Хороша. Фигурка как у девчёнки. Очень соблазнительно выглядишь. Прелесть.
